name,price,spec_score,user_rating,cpu1,cpu2,ram,hdd,ssd,gpu,display,os,warranty
Lenovo Ideapad Slim 3 15ITL05 81X800N1IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),35990,54,4.1,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 82XQ008VIN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),42999,55,4.3,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16 GB  LPDDR5 RAM,NULL,512 GB SSD,AMD Integrated SoC,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),69990,66,4.35,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo LOQ 15IRH8 82XV00BRIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),106750,60,4.15,13th Gen Intel Core i7,NULL,16 GB DDR5 RAM,NULL,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 5 Light 14ABR8 82XS002RIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),54490,63,4.2,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo LOQ 15APH8 82XT004HIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),77990,70,4.4,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),96190,63,4.45,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Yoga Book 9i 2023 82YQ001DIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),179990,71,4.2,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5X RAM,NULL,1 TB SSD,Intel Iris Xe Integrated Graphics,"13.3 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,3 Year Warranty
Lenovo Legion Y9000X 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),148990,78,4.2,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,NULL,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 3200 x 2000 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Flex 5 82R900D9IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),61990,69,4.7,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,AMD Radeon,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 82XQ008GIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11),36990,53,4.65,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB  LPDDR5 RAM,NULL,512 GB SSD,AMD Integrated SoC,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Flex 5 82XX007KIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),60490,65,4.5,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB LPDDR4X RAM,NULL,512 GB SSD,AMD Radeon AMD,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Gaming 3 82K2025MIN Laptop (AMD Ryzen 5-5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),58990,64,4.6,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Ideapad Flex 5 82R700C0IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),89990,68,4.3,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4 RAM,NULL,512 GB SSD,Intel Iris Xe Integrated,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 2023 82X70033IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36970,53,4,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,Integrated Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo ThinkPad E14 21JRS00U00 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),54300,61,4.1,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4  RAM,NULL,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo ThinkBook 15 G5 21JFA00QIN Laptop (AMD Ryzen 7 7730U/ 8 GB/ 512 GB SSD/ DOS),40999,59,4.7,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
Lenovo Thinkpad E14 G4 21E3006UIG Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),63999,59,4.35,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
Lenovo V15 G3 IAP Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),31890,50,4.6,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo V15 G3 ‎‎82C7007SGE Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),27490,55,4.1,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo V14 G3 IAP Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),39990,52,4.65,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo V15 G3 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/Win11),41990,52,4.6,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Legion 5 Pro 2023 Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),172990,77,4.65,13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,NULL,1 TB SSD,16 GB NVIDIA GeForce RTX 4090,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
Lenovo V15 G3 82TTA00VIH Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/Win11),32422,50,4.15,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Thinkbook 15 21DJA049IH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),42990,62,4.15,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo ThinkBook 14 20VDA0V1IH Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ DOS),34990,50,4.25,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
Lenovo V15 82KBA01TIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),36990,59,4.45,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Legion 7i 82TD009KIN Gaming Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),290589,91,4.25,12th Gen Intel Core i9 12900HX,"16 Cores (8P + 8E), 24 Threads",32 GB DDR5 RAM,NULL,1 TB SSD,16 GB NVIDIA GeForce RTX 3080 Ti,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Gaming 3 15IHU6 82K101GSIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63990,64,4.5,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Gaming 3 82K101G0IN Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),58990,66,4.75,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,NULL
Lenovo IdeaPad 3 82KU017KIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),37989,51,4.35,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Flex 5 82R90068IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),68499,69,4.5,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,AMD Radeon,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Gaming 3 82S900HNIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),67990,64,4.6,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo ThinkPad E14 21E3S04W00 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),74000,56,4.05,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB  RAM,NULL,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Ideapad Flex 5 82R700ASIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),57990,60,4.7,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR4 RAM,NULL,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Gaming 3 15IHU6 82K101B6IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),58000,63,4.7,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Gaming 3 15IAH7 82S900R6IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),89590,66,4.7,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Gaming 3 15ACH6 82K201Y8IN Laptop (AMD Ryzen 7-5800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),63390,63,4.2,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Ideapad Slim 3 82H802KVIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),44900,53,4.4,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,NULL,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Ideapad Slim 3i 81WQ00NXIN Laptop (Intel Celeron N4020/ 8GB/ 256GB SSD/ Win11),24940,42,4.75,Intel Celeron  N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,NULL,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 81X800LAIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),35490,43,4.4,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 5 82SF008YIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),58491,63,4.05,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Ideapad Gaming 3 82K201UNIN Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),79990,65,4.6,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 82RK0085IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),51125,55,4.05,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB  RAM,NULL,512 GB SSD,‎Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,NULL
Lenovo IdeaPad Slim 3 82RK0062IN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),47990,53,4.45,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB  RAM,NULL,512 GB SSD,‎Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad Slim 3 81X800LGIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),38990,36,4.15,11th Gen Intel Core i3,NULL,8 GB DDR4 RAM,NULL,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,2 Year Warranty
Lenovo IdeaPad Slim 1 82R1004AIN Laptop (AMD Ryzen 5 3500U/ 8GB/ 512GB SSD/ Win11 Home),37489,54,4.1,3rd Gen AMD Ryzen 5 3500U,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo Legion 5 15IMH6 82NL00APIN Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),66290,63,4.55,10th Gen Intel Core i5 10500H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad 3 15IGL05 81WQ00MQIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),24978,46,4.6,Intel Celeron  N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,NULL,256 GB SSD,Intel Integrated UHD 600,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
Lenovo V15-IGL 82C3A008IH Laptop (Celeron N4020/ 4GB/ 256GB SSD/ DOS),23900,37,4.05,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4 GB DDR4 RAM,NULL,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
Lenovo IdeaPad 1 11IGL05 81VT009UIN Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),22999,36,4.55,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4 GB DDR4  RAM,NULL,256 GB SSD,Intel UHD Graphics 600,"11.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
Lenovo Ideapad 15ALC6 82KU017KIN Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),36990,51,4.7,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,AMD Radeon,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo 15IML05 81WB018UIN Laptop (10th Gen Core i3/ 8GB/ 1TB HDD/ Win11 Home),30990,50,4.3,10th Gen Intel Core i3 10110U,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,NULL,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo IdeaPad 3 15IML05 81WB0190IN Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 2GB Graph),47990,59,4.7,10th Gen Intel Core i5 10210U,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,2 GB NVIDIA GeForce MX330,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Lenovo V15-IGL 82C3A001IH Laptop (Celeron N4020/ 4GB/ 1TB HDD/ FreeDOS),31490,38,4,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4 GB DDR4 RAM,1 TB Hard Disk,NULL,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
Lenovo V15 82C700KAIH Laptop (Ryzen 5 3500U/ 8GB/ 512GB SSD/ Win10 Home),35631,50,4.2,3rd Gen AMD Ryzen 5  3500U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB Hard Disk,512 GB SSD,AMD Radeon Vega 8,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,NULL
Lenovo IdeaPad 3 CB 14IGL05 82C1002EHA Laptop (Celeron Dual Core/ 4GB/ 64GB eMMC/ Chrome OS),17500,32,4.05,4th Gen Intel Celeron  N4020,"Dual Core, 2 Threads",4 GB LPDDR4 RAM,NULL,64 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Chrome OS,1 Year Warranty
Lenovo V14 ITL G2 82KA00LLIH Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),40890,51,4.75,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
Lenovo V15-IIL 82C500WXIH Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),42972,50,4.55,10th Gen Intel Core i5 1035G1 ,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD, Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
Lenovo IdeaPad Gaming 3 82K100MVIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),56999,60,4.55,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce GTX 1650 ,"15.6 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
Lenovo V14 82KA00LKIH Laptop (11th Gen Core i5/ 8GB/ 256GB SSD/ Win10),41000,50,4.35,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,256 GB SSD,Intel Integrated Iris XE,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
Lenovo Ideapad Slim 3 15IML05 81WB0158IN Laptop (10th Gen Core i3/ 4GB/ 256GB SSD/ Win10),33500,50,4.05,10th Gen Intel Core i3 10110U,"Dual Core, 4 Threads",4 GB DDR4 RAM,NULL,256 GB SSD,Intel UHD,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
Lenovo IdeaPad Gaming 3 81Y4017UIN Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),56999,62,4.25,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
Lenovo V14 82C6000KIH Laptop (AMD Ryzen 3/ 4GB/ 1TB/ FreeDOS),34000,43,4.3,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",4 GB DDR4 RAM,1 TB Hard Disk,NULL,AMD Radeon,"14 inches, 1366 x 768 pixels",DOS OS,1 Year Warranty
Lenovo ThinkPad E15 20TDS0AC00 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home),68999,55,4.3,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
Lenovo IdeaPad Flex 5 82HS0092IN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Home),84000,63,4.75,11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 10 OS,1 Year Warranty
Lenovo Legion 7i 15IMHG05 81YU0029IN Gaming Laptop (10th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Home/ 8GB Graph),164999,73,4.2,10th Gen Intel Core i7 10875H,"Octa Core, 16 Threads",16 GB DDR4 RAM,NULL,1 TB SSD,8 GB NVIDIA Geforce RTX 2070 Max-Q,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
Lenovo IdeaPad 330 (81F500GMIN) Laptop (8th Gen Ci5/ 4GB/ 1TB/ Win10 Home/ 4GB Graph),46999,43,4.6,8th Gen Intel Core i5-8250U ,NULL,4 GB DDR4 RAM,1 TB Hard Disk,NULL,4 GB AMD Radeon 540,"15.6 inches, 1920 x 1080 pixels",Windows OS,1 Year Warranty
Lenovo Thinkpad P14s 21G2S04P00 Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11 Pro),158641,72,4.7,Intel Core Ultra 9 Series 1 185H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB DDR5 RAM,NULL,1 TB SSD,4 GB NVIDIA RTX 500 Ada,"14.5 inches, 1920 x 1200 pixels",Windows 11 OS,3 Year Warranty
Lenovo Thinkpad X1 Carbon 21KCS0CW00 Laptop (Intel Core Ultra 7 155U/ 32GB/ 1TB SSD/ Win11 Pro),241796,75,4,Intel Core Ultra 7 155U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",32 GB  RAM,NULL,1 TB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Lenovo ThinkPad E14 Gen 6 ‎21M7S0SF00 Laptop (Intel Core Ultra 7 155H/ 16GB/ 512GB SSD/ Win11),109336,64,4.3,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB  RAM,NULL,512 GB SSD,Integrated Intel Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo ThinkPad E14 Gen 6 ‎21M7S0SJ00 Laptop (Intel Core Ultra 5 125U/ 16GB/ 512GB SSD/ Win11),88200,66,4.4,Intel Core Ultra 5 Processor 125U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",16 GB DDR5 RAM,NULL,512 GB SSD,Integrated Intel Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo ThinkPad E14 Gen 6 ‎21M7S0SG00 Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11),92490,69,4.6,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB DDR5 RAM,NULL,1 TB SSD,Integrated Intel Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Lenovo ThinkPad E14 Gen 6 ‎21M7S0SH00 Laptop (Intel Core Ultra 5 125U/ 16GB/ 1TB SSD/ Win11),78590,66,4.45,Intel Core Ultra 5 Processor 125U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",16 GB DDR5 RAM,NULL,1 TB SSD,Integrated Intel Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
