name,price,spec_score,user_rating,cpu1,cpu2,ram,hdd,ssd,gpu,display,os,warranty
Acer Nitro V ANV15-41 NH.QPFSI.001 Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 6GB Graph),59990,66,4.05,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8 GB DDR5 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Nitro V ANV15-51 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB RTX3050),75890,68,4.1,13th Gen Intel Core i7 13620H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire Lite AL15-51 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),47956,59,4.25,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Nitro V 15 ANV15-51 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 6GB Graph),76999,57,4.5,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR5 SDRAM RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Swift Go 14 AI SFG14-72T Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home),85990,63,4.4,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5X RAM,NULL,1 TB SSD,Intel Integrated ARC Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
Acer Aspire 5 A515-58P Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),34990,44,4.25,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 3 A315-24P UN.KDESI.003 Laptop (Ryzen 3 7520U/ 8GB/ 512GB SSD/ Win11 Home),27990,48,4.15,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,AMD Radeon,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire Lite 15 AL15-51 2023  Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win11),49999,61,4,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,NULL,1 TB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer TravelMate P2 TMP214-53 14 Business Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),41990,59,4.2,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 5 A515-57 NX.K3JSI.006 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),46964,60,4.65,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,NULL,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Extensa EX214-53 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),39990,56,4.3,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire Lite AL15-51 15 2023 Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11),49499,57,4.15,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,1 TB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 5 A514-56M NX.KH6SI.001 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),49990,51,4.05,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Acer Chromebook Spin CP714-2WN Laptop (13th Gen Core i5/ 16GB/ 256GB SSD/ Chrome OS),87999,52,4.4,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4X RAM,NULL,256 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1200 pixels, Touch Screen",Chrome OS,1 Year Warranty
Acer Aspire Lite 15 2023 AL15-51 Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11),48990,60,4.05,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,NULL,1 TB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 5 2023 A514-56GM Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),68990,64,4.7,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 5 A515-57G-58R7 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),56999,63,4.65,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer One 11 Z8-284 UN.013SI.033 Laptop ( Intel Celeron N4500/ 8GB/ 128GB SSD/ Win11 Home),15567,41,4.65,Intel Celeron N4500,"Dual Core, 2 Threads",8 GB DDR4 RAM,NULL,128 GB SSD,Intel Integrated UHD,"11.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 3 A315-23 Laptop (AMD Athlon Silver 3050U/ 4GB/ 256GB SSD/ Win11 Home),30600,45,4.65,3rd Gen AMD Athlon  3050U,"Dual Core, 2 Threads",4 GB DDR4 RAM,NULL,256 GB SSD,AMD Radeon,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 5 2023 A515-58GM Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),49390,63,4.5,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 3 A315-24P Laptop (Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),48999,54,4.05,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16 GB LPDDR5 RAM,NULL,512 GB SSD,AMD Radeon Graphiics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire Lite 15 AL15-51 Laptop (11th Gen Core i3/16GB/ 512GB SSD/ Win11),32900,57,4.35,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,Intel UHD Graphics ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Swift Go 14 NX.KG3SI.005 Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),42990,56,4.15,7th Gen AMD Ryzen 5  7530U,"Hexa Core, 12 Threads",16 GB LPDDR4X RAM,NULL,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 5 A515-58M NX.KHFSI.003 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),34990,47,4.1,13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB DDR5 RAM,NULL,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Swift Go NXKPZSI002 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),64990,60,4.45,13th Gen Intel Core i5 13500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire Lite AL15-51 UN.431SI.288 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),36994,60,4.3,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel Iris XE Graphics ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer TMP214-41-G3 UN.VSQSI.006 Notebook (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),32990,55,4.6,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,AMD Radeon AMD,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
Acer TMP214-41-G3 UN.VSQSI.007 Notebook (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),41590,57,4.25,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,AMD Radeon AMD,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire Lite AL15-51 2023 Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11),32990,55,4.3,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,AMD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 5 2023 A515-58M Gaming Laptop (13th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graphic),77499,54,4.1,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 5 15 A515-58M Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graphic),56990,54,4.65,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Nitro 16 ‎AN16-41 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),129990,77,4.75,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,NULL,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 5 A515-58M Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graphic),52990,53,4.65,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Swift 3 OLED SF314-71 NX.K9PSI.003 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),86999,57,4.5,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
Acer One 14 Z2-493 Laptop (AMD Ryzen 5 3500U/ 8GB/ 256GB SSD/ Win11),25990,51,4.5,3rd Gen AMD Ryzen 5 3500U,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,256 GB SSD,AMD Radeon Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
Acer Swift 3 OLED NX.KAWSI.002 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),89999,62,4.7,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 3 NX.KDESI.008 Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),31490,53,4.6,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB DDR5 RAM,NULL,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 3 A315-510P Laptop (Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home),29980,45,4.6,Intel Core i3 N305,"Octa Core, 8 Threads",8 GB DDR4 RAM,NULL,256 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 5 A514-56M 2023 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),46990,48,4.75,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 7 A715-76G UN.QMESI.003 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),78999,63,4.15,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Predator Helios 16 NH.QJQSI.005 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),159999,68,4.15,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB LPDDR5 RAM,NULL,1 TB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 7 A715-76G UN.QMESI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),49990,63,4.05,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 7 A715-76G NH.QMESI.002 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),54990,63,4.1,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 7 A715-76G NH.QMESI.003 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),45790,60,4.65,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire Vero AV14-52P NX.KJTSI.002 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),49990,45,4.3,13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",16 GB LPDDR4X RAM,NULL,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows OS,1 Year Warranty
Acer Aspire 5 A515-58M NX.KHFSI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),46910,45,4.1,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 5 A514-56GM 2023 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),49990,61,4.5,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"14 inches, 1920 x 1200 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 5 14 A514-56GM 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),54990,63,4.5,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 7 A715-76G NH.QMFSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),60990,61,4.25,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Predator Helios 16 PH16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),129990,68,4.55,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB LPDDR5 RAM,NULL,512 GB SSD,8 GB NVIDIA GeForce RTX 4060,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
Acer TravelMate 14 P214-53 Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win10 Home),51990,61,4.7,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 10 OS,NULL
Acer Aspire 5 A515-56G 15 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 2GB Graph),47990,62,4.2,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,2 GB NVIDIA GeForce MX450,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Chromebook CB314-1H NX.ATFSI.008 Laptop (Intel Celeron N4020/ 4GB/ 64GB eMMC/ Chrome OS),29999,25,4.75,Intel Celeron N4020,"Dual Core, 2 Threads",4 GB LPDDR4 RAM,64 GB Hard Disk,NULL,Intel Integrated UHD 600,"14 inches, 1366 x 768 pixels",Chrome OS,1 Year Warranty
Acer Aspire 5 A515-56G Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 2GB Graph),41994,59,4.65,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,2 GB NVIDIA GeForce MX450,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer One 11 Z8-284 UN.013SI.013 Laptop ( Intel Celeron N4500/ 4GB/ 128GB SSD/ Win11 Home),21490,39,4.7,Intel Celeron N4500,"Dual Core, 2 Threads",4 GB DDR4 RAM,NULL,128 GB SSD,Intel Integrated UHD,"11.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
Acer Predator Helios Neo 16 NH.QLTSI.002 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),114990,64,4.75,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB LPDDR5 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
Acer 16 Predator Neo NH.QLTSI.001 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),104999,62,4.15,13th Gen Intel Core i5 13500HX,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,NULL,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
Acer Nitro 5 AN515-47 2023 Gaming Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),54999,69,4.55,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16 GB DDR5 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Predator Helios 16 PH16-71 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),135500,73,4.2,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",32 GB LPDDR5 RAM,NULL,1 TB SSD,8 GB NVIDIA GeForce RTX 4070,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 7 A715-75G Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),44990,55,4.4,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce GTX Graphics GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Predator Helios 16 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),247990,78,4,13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32 GB LPDDR5 RAM,NULL,1 TB SSD,12 GB NVIDIA GeForce RTX 4080,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 3 15 A315-510P Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),30590,46,4,Intel Core i3 N305,"Octa Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 3 14 A314-36M Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),31990,41,4.75,Intel Core i3 N305,"Octa Core, 8 Threads",8 GB DDR4 RAM,NULL,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Nitro 5 AN515-58 2023 Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB 512GB SSD/ Win11/ 4GB Graph),94990,72,4.05,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB Hard Disk,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,NULL
Acer Nitro 5 AN515-58 UN.QFHSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),69000,66,4.3,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Extensa 15 EX215-33 2023 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),24999,45,4.7,Intel Core i3 N305,"Octa Core, 8 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Extensa 15 EX215-23 Laptop (Ryzen 3 7320U/ 8 GB/512 GB SSD/Win11 Home),47999,50,4.6,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),64990,66,4.3,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8 GB DDR5 RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Extensa EX215-54 UN.EGJSI.056 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),35424,50,4.65,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,NULL,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Swift Edge OLED SFA16-41 NX.KAASI.001 Laptop (Ryzen 7 6800U/ 16GB/ 1TB SSD/ Win11 Home),90611,62,4.6,6th Gen AMD Ryzen 7 Octa Core 6800U,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,NULL,1 TB SSD,AMD Radeon AMD,"16 inches, 3840 x 2400 pixels",Windows 11 OS,1 Year Warranty
Acer Swift X SFX16-51G NX.AYKSI.001 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home/4GB Graphic),98999,57,4.7,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16 GB LPDDR4X RAM,NULL,512 GB SSD,4 GB NVIDIA GeForce RTX 3050Ti,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 3 A315-24 Laptop (Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),32900,51,4.55,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,NULL,512 GB SSD,AMD Radeon Graphiics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
Acer Swift 3 OLED SF314-71 NX.KAVSI.001 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),115999,65,4.2,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,NULL,1 TB SSD,Intel Integrated Iris Xe,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
Acer Aspire 3 A314-35 UN.K0SSI.040 Laptop ( Pentium Silver N6005/ 4 GB/ 256 GB SSD/ Win11 Home),37990,45,4.25,Intel Pentium Quad Core N6005,"Quad Core, 4 Threads",4 GB DDR4 RAM,NULL,256 GB SSD,Intel Integrated UHD,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
